RUNCODE_x_x_x,ENDPERIOD,STRPERIOD_x_x_x,SEQUENCE_x_x_x,TYPE_x_x_x,RPTSEQ_x_x_x,PLANT_x_x_x,fd ingred cost/lb meat actual,feed efficiency adj to @bw lb,feed efficiency actual cal/lb,feed efficiency adj conv,feed efficiency actual conv,bird density sq ft place,bird density sq ft kill,age,RUNCODE_y_x_x,STRPERIOD_y_x_x,SEQUENCE_y_x_x,TYPE_y_x_x,RPTSEQ_y_x_x,PLANT_y_x_x,prestart & start feed lbs fed,starter $/ton,grower feeds lbs fed,grower feeds cost $/ton,first withdraw feeds lbs fed,first withdraw feeds cost $/ton,final withdraw feeds lbs fed,final withdraw feeds cost $/ton,total lbs fed/bird,RUNCODE_x_y_x,STRPERIOD_x_y_x,SEQUENCE_x_y_x,TYPE_x_y_x,RPTSEQ_x_y_x,PLANT_x_y_x,avg cal level,% protein per 1500,% lysine per 1500,% TSAA per 1500,% a.phos per 1500,% calcium per 1500,% animal protein,% added fat,RUNCODE_y_y_x,STRPERIOD_y_y_x,SEQUENCE_y_y_x,TYPE_y_y_x,RPTSEQ_y_y_x,PLANT_y_y_x,field condem w/b & field parts %,w/b disease condemn % total wb%,parts condemned 50% field,RUNCODE_x_x_y,STRPERIOD_x_x_y,SEQUENCE_x_x_y,TYPE_x_x_y,RPTSEQ_x_x_y,PLANT_x_x_y,live production cost,chick cost,house cost,feed ingr cost, vaccine medicat cost,doa cost actual,% livability,calorie conver,RUNCODE_y_x_y,STRPERIOD_y_x_y,SEQUENCE_y_x_y,TYPE_y_x_y,RPTSEQ_y_x_y,PLANT_y_x_y,doa @ $.46 %doa,days to @bw lb,down time,RUNCODE_x_y_y,STRPERIOD_x_y_y,SEQUENCE_x_y_y,TYPE_x_y_y,RPTSEQ_x_y_y,PLANT_x_y_y,loss 0-7 days %,loss 8-14 days %,loss 15-21 days %,loss 22-28 days %,loss 29-35 days %,loss 36-42 days %,loss 43-49 days %,loss 50-56 days %,loss after 56 days %,RUNCODE_y_y_y,STRPERIOD_y_y_y,SEQUENCE_y_y_y,TYPE_y_y_y,RPTSEQ_y_y_y,PLANT_y_y_y,act feed cost/lb meat indred cost,actual feed efficiency actual calorie,actual feed efficiency actual conv,calorie level,actual feed cost/ton,% mort
AUDIT,23 3,23 3,1.0,D,41.0,PART,34.33465,2469.69415,2668.75708,1.72246,1.86129,1.09369,1.16403,61.92,AUDIT,23 3,1.0,D,34.0,PART,1.50617,373.78,3.79564,361.83,5.26203,385.31,6.40171,357.44,16.96554,AUDIT,23 3,1.0,D,41.0,PART,1433.81855,20.69804,1.24419,0.95056,0.38408,0.85369,0.37785,1.76125,AUDIT,23 3,1.0,D,63.0,PART,0.29355,0.12035,0.17319,AUDIT,23 3,1.0,D,15.0,PART,50.57847,5.53844,6.20318,34.33465,,0.10272,93.95728,2668.75708,AUDIT,23 3,1.0,D,34.0,PART,0.20411,50.08257,26,AUDIT,23 3,1.0,D,39.0,PART,1.85934,0.56815,0.47468,0.38762,0.38212,0.40726,0.50032,0.67044,0.7928,AUDIT,23 3,1.0,D,69.0,PART,34.33465,2668.75708,1.86129,1433.81855,368.93318,6.04272
AUDIT,23 3,23 3,1.0,D,7.0,PART,34.85665,2427.67942,2696.31658,1.7027,1.89111,1.08,1.1804,62,AUDIT,23 3,1.0,D,29.0,PART,1.91562,412.82,3.41209,402.09,5.17268,393.2,7.28561,378.75,17.78601,AUDIT,23 3,1.0,D,7.0,PART,1425.78266,19.178,1.19511,0.91078,0.3569,0.60849,3.56648,1.08853,AUDIT,23 3,1.0,D,5.0,PART,0.01461,0.00417,0.01044,AUDIT,23 3,1.0,D,4.0,PART,49.07408,4.54141,6.29314,34.85665,0.00072,0.0911,91.49477,2696.31658,AUDIT,23 3,1.0,D,7.0,PART,0.14343,47.67192,19,AUDIT,23 3,1.0,D,27.0,PART,1.05338,0.5335,0.38611,0.42255,0.32568,0.33075,0.53603,0.63429,1.06469,AUDIT,23 3,1.0,D,81.0,PART,34.85665,2696.31658,1.89111,1425.78266,368.63627,8.50523
AUDIT,23 3,23 3,1.0,D,67.0,PART,35.16829,2551.07438,2778.4473,1.80466,1.9655,0.99453,1.05747,62.2,AUDIT,23 3,1.0,D,1.0,PART,1.01149,381.28,1.09928,380.08,2.94874,363.02,13.31683,345.1761,18.37633,AUDIT,23 3,1.0,D,67.0,PART,1413.60725,20.29308,1.19481,0.99358,0.49943,0.88714,1.20193,0.5,AUDIT,23 3,1.0,D,28.0,PART,0.11752,0.02608,0.09144,AUDIT,23 3,1.0,D,5.0,PART,49.39522,4.80597,6.07537,35.16829,,0.08717,94.04863,2778.4473,AUDIT,23 3,1.0,D,75.0,PART,0.177,49.27681,17,AUDIT,23 3,1.0,D,35.0,PART,1.11637,0.38986,0.35449,0.48627,0.47328,0.5808,0.81071,0.8946,0.84499,AUDIT,23 3,1.0,D,86.0,PART,35.16829,2778.4473,1.9655,1413.60725,357.8556,5.95137
AUDIT,23 3,23 3,1.0,D,69.0,PART,36.6506,2530.00745,2745.64048,1.78,1.93171,1.05357,1.13064,62.65,AUDIT,23 3,1.0,D,6.0,PART,1.51229,416.87,3.23447,397.61142,2.64771,390.52,10.41516,369.77266,17.80963,AUDIT,23 3,1.0,D,69.0,PART,1421.35488,20.19974,1.24011,0.97425,0.4125,0.80439,0.35595,1.21287,AUDIT,23 3,1.0,D,82.0,PART,0.36165,0.34768,0.01398,AUDIT,23 3,1.0,D,74.0,PART,54.97183,5.95,8.03405,36.6506,0.04345,0.06993,93.18293,2745.64048,AUDIT,23 3,1.0,D,74.0,PART,0.12783,50.10243,14,AUDIT,23 3,1.0,D,56.0,PART,1.75944,0.52813,0.4993,0.50923,0.4,0.52418,0.88937,0.81727,0.89016,AUDIT,23 3,1.0,D,99.0,PART,36.6506,2745.64048,1.93171,1421.35488,379.4634,6.81707
AUDIT,23 3,23 3,1.0,D,8.0,PART,34.65601,2440.22994,2655.34085,1.72769,1.87999,1.00213,1.06517,63.3,AUDIT,23 3,1.0,D,21.0,PART,1.21465,418.5,4.50565,398.38,4.17743,377.11,7.78266,359.87,17.68038,AUDIT,23 3,1.0,D,8.0,PART,1412.42689,18.97737,1.13048,0.93863,0.44502,0.82812,4.29904,1.71131,AUDIT,23 3,1.0,D,42.0,PART,0.18805,0.10004,0.08801,AUDIT,23 3,1.0,D,18.0,PART,50.64704,4.88,7.237,34.65601,0.08733,0.08111,94.082,2655.34085,AUDIT,23 3,1.0,D,23.0,PART,0.16072,50.26524,13,AUDIT,23 3,1.0,D,34.0,PART,2.14761,0.36442,0.4374,0.46955,0.32289,0.85597,0.63262,0.34445,0.34309,AUDIT,23 3,1.0,D,77.0,PART,34.65601,2655.34085,1.87999,1412.42689,368.68397,5.918
AUDIT,23 3,23 3,1.0,D,16.0,PART,34.48257,2451.4867,2658.10004,1.75775,1.90589,1.01977,1.10011,63.37,AUDIT,23 3,1.0,D,4.0,PART,1.0732,383.58,1.3856,383.58,2.87723,367.03,12.14953,352.32193,17.48555,AUDIT,23 3,1.0,D,16.0,PART,1394.67716,20.13481,1.24773,0.99216,0.47091,0.89039,1.30255,0.42132,AUDIT,23 3,1.0,D,73.0,PART,0.31667,0.10365,0.21302,AUDIT,23 3,1.0,D,31.0,PART,52.00547,5.24035,7.23574,34.48257,,0.10852,92.6969,2658.10004,AUDIT,23 3,1.0,D,31.0,PART,0.20976,50.79715,20,AUDIT,23 3,1.0,D,64.0,PART,1.95723,0.63015,0.44497,0.38216,0.53979,0.63135,0.94348,0.70379,1.07018,AUDIT,23 3,1.0,D,72.0,PART,34.48257,2658.10004,1.90589,1394.67716,361.85283,7.3031
AUDIT,23 3,23 3,1.0,D,21.0,PART,35.3243,2498.62026,2752.35012,1.7387,1.91526,1.08,1.17348,63.76,AUDIT,23 3,1.0,D,20.0,PART,1.33404,403.64,3.22269,389.09,6.26251,371.61,7.52238,370.13,18.34163,AUDIT,23 3,1.0,D,21.0,PART,1437.06271,19.23619,1.19595,0.92543,0.31224,0.57976,3.90054,1.37916,AUDIT,23 3,1.0,D,38.0,PART,0.15968,0.10325,0.05643,AUDIT,23 3,1.0,D,33.0,PART,52.13547,5.20684,6.83376,35.3243,,0.17845,92.03373,2752.35012,AUDIT,23 3,1.0,D,61.0,PART,0.34402,49.0437,16,AUDIT,23 3,1.0,D,71.0,PART,1.64168,0.42905,0.48906,0.38481,0.35356,0.34789,0.2634,0.11324,3.94359,AUDIT,23 3,1.0,D,88.0,PART,35.3243,2752.35012,1.91526,1437.06271,368.87197,7.96628
AUDIT,23 3,23 3,1.0,D,51.0,PART,34.65428,2567.06199,2805.32213,1.82314,1.99236,1.03627,1.13114,64,AUDIT,23 3,1.0,D,62.0,PART,1.27757,367.68,4.12661,344.58,9.40299,340.5,4.15184,359.83,18.95901,AUDIT,23 3,1.0,D,51.0,PART,1408.04337,21.22667,1.2813,0.91273,0.20005,0.69432,10.26989,0.21899,AUDIT,23 3,1.0,D,67.0,PART,0.27636,0.2256,0.05076,AUDIT,23 3,1.0,D,87.0,PART,56.10146,7.82041,8.13308,34.65428,,0.09669,91.61255,2805.32213,AUDIT,23 3,1.0,D,87.0,PART,0.17313,50.21267,27,AUDIT,23 3,1.0,D,74.0,PART,2.91005,0.72496,0.67904,0.47812,0.41379,0.45999,0.94301,1.13572,0.64278,AUDIT,23 3,1.0,D,76.0,PART,34.65428,2805.32213,1.99236,1408.04337,347.8725,8.38745
AUDIT,23 3,23 3,1.0,D,55.0,PART,34.82447,2540.27674,2750.90207,1.7685,1.91513,0.99861,1.04246,64.23,AUDIT,23 3,1.0,D,23.0,PART,1.24879,398.14,3.18566,382.27,6.47015,365.28,6.8178,359.91,17.72239,AUDIT,23 3,1.0,D,55.0,PART,1436.40569,19.58116,1.20494,0.93274,0.30411,0.53218,3.709,1.52694,AUDIT,23 3,1.0,D,76.0,PART,0.3235,0.08908,0.23442,AUDIT,23 3,1.0,D,21.0,PART,51.31799,5.44298,6.63082,34.82447,0.01345,0.11523,95.7938,2750.90207,AUDIT,23 3,1.0,D,70.0,PART,0.22576,51.65954,14,AUDIT,23 3,1.0,D,14.0,PART,1.36521,0.36197,0.26235,0.20154,0.215,0.29552,0.49838,0.48179,0.52445,AUDIT,23 3,1.0,D,79.0,PART,34.82447,2750.90207,1.91513,1436.40569,363.67752,4.2062
AUDIT,23 3,23 3,1.0,D,66.0,PART,36.59112,2611.69021,2849.30688,1.81334,1.97832,1.05,1.12761,64.8,AUDIT,23 3,1.0,D,19.0,PART,1.33424,407.37,3.0069,391.93,6.50814,375.43,7.67642,370.97,18.52571,AUDIT,23 3,1.0,D,66.0,PART,1440.26687,19.18419,1.18345,0.91313,0.31479,0.48723,4.03382,1.31518,AUDIT,23 3,1.0,D,33.0,PART,0.13766,0.09946,0.0382,AUDIT,23 3,1.0,D,36.0,PART,52.44993,4.55438,6.85879,36.59112,,0.21298,93.1172,2849.30688,AUDIT,23 3,1.0,D,94.0,PART,0.40828,51.11102,17,AUDIT,23 3,1.0,D,58.0,PART,1.60679,0.40887,0.42808,0.4083,0.35948,0.4051,0.63583,0.79465,1.8357,AUDIT,23 3,1.0,D,98.0,PART,36.59112,2849.30688,1.97832,1440.26687,369.92142,6.8828
AUDIT,23 3,23 3,1.0,D,100.0,PART,36.28093,2895.86838,3105.73256,2.01859,2.16488,1.05273,1.13351,65.83,AUDIT,23 3,1.0,D,27.0,PART,0.97164,375.66,4.18129,364.974,7.06578,350.546,6.84456,335.772,19.06327,AUDIT,23 3,1.0,D,100.0,PART,1434.60029,17.717,1.07864,0.84574,0.44837,0.83936,,0.50026,AUDIT,23 3,1.0,D,88.0,PART,0.44002,0.23998,0.20004,AUDIT,23 3,1.0,D,83.0,PART,55.84922,5.21992,7.03775,36.28093,,0.10876,92.87327,3105.73256,AUDIT,23 3,1.0,D,106.0,PART,0.19598,54.31527,20,AUDIT,23 3,1.0,D,62.0,PART,1.76452,0.65221,0.51729,0.34219,0.36663,0.57263,1.02569,0.84325,1.04231,AUDIT,23 3,1.0,D,96.0,PART,36.28093,3105.73256,2.16488,1434.60029,335.17778,7.12673
AUDIT,23 3,23 3,1.0,D,89.0,PART,36.78898,2664.40777,2898.32268,1.88521,2.05072,1.0354,1.11396,66.51,AUDIT,23 3,1.0,D,3.0,PART,0.99682,382.062,1.47555,379.43,3.17723,371.148,13.41977,357.54212,19.06937,AUDIT,23 3,1.0,D,89.0,PART,1413.32021,20.57119,1.25302,0.97919,0.475,0.90873,0.72533,0.41411,AUDIT,23 3,1.0,D,84.0,PART,0.36345,0.12853,0.23492,AUDIT,23 3,1.0,D,80.0,PART,55.67767,6.46643,6.71504,36.78898,0.06871,0.09877,92.94744,2898.32268,AUDIT,23 3,1.0,D,100.0,PART,0.17835,52.85964,14,AUDIT,23 3,1.0,D,61.0,PART,1.38671,0.52403,0.63099,0.54501,0.54188,0.73589,0.76549,0.64281,1.27975,AUDIT,23 3,1.0,D,101.0,PART,36.78898,2898.32268,2.05072,1413.32021,358.79107,7.05256
